GEMS Contest ID,Contest Sort Seq,District Type,District Type Subheading,District Name,Ballot Title,Ballots Counted for District,Registered Voters for District,Percent Turnout for District,Candidate Sort Seq,Ballot Response,Party Preference,Votes,Percent of Votes
74,160,Port,,Port of Seattle,Commissioner Position No. 1,546200,1279345,"42.69 ",30,Write-in,,1623,"0.35 "
74,160,Port,,Port of Seattle,Commissioner Position No. 1,546200,1279345,"42.69 ",20,Ryan Calkins,,243714,"52.54 "
74,160,Port,,Port of Seattle,Commissioner Position No. 1,546200,1279345,"42.69 ",10,John Creighton,,218537,"47.11 "
312,2540,Special Purpose District,Fire District,North Highline Fire District,Commissioner Position No. 1,2815,9595,"29.34 ",20,Beau Maples,,953,"41.17 "
312,2540,Special Purpose District,Fire District,North Highline Fire District,Commissioner Position No. 1,2815,9595,"29.34 ",10,Liz Giba,,1354,"58.49 "
312,2540,Special Purpose District,Fire District,North Highline Fire District,Commissioner Position No. 1,2815,9595,"29.34 ",30,Write-in,,8,"0.35 "
322,2640,Special Purpose District,Water District,Covington Water District,Commissioner Position No. 1,12130,35292,"34.37 ",20,Barry Knowles,,3205,"33.03 "
322,2640,Special Purpose District,Water District,Covington Water District,Commissioner Position No. 1,12130,35292,"34.37 ",10,Kevin A. Fuhrer,,6462,"66.60 "
322,2640,Special Purpose District,Water District,Covington Water District,Commissioner Position No. 1,12130,35292,"34.37 ",30,Write-in,,35,"0.36 "
96,380,City,,City of Burien,Council Position No. 5,11443,27244,"42.00 ",20,Nancy Tosta,,6390,"58.27 "
96,380,City,,City of Burien,Council Position No. 5,11443,27244,"42.00 ",30,Write-in,,22,"0.20 "
96,380,City,,City of Burien,Council Position No. 5,11443,27244,"42.00 ",10,Darla Green,,4554,"41.53 "
116,580,City,,City of Enumclaw,Mayor,2991,7388,"40.48 ",20,Jan Molinaro,,1674,"58.45 "
116,580,City,,City of Enumclaw,Mayor,2991,7388,"40.48 ",10,Kimberly Lauk,,1179,"41.17 "
116,580,City,,City of Enumclaw,Mayor,2991,7388,"40.48 ",30,Write-in,,11,"0.38 "
229,1453,City,,Town of Skykomish,Council Position No. 2,57,116,"49.14 ",20,Write-in,,4,"9.52 "
229,1453,City,,Town of Skykomish,Council Position No. 2,57,116,"49.14 ",10,Shelly Farnham,,38,"90.48 "
306,2480,Special Purpose District,Fire District,King County Fire Protection District No. 45,Commissioner Position No. 1,4634,9018,"51.39 ",20,Harry Oestreich,,2100,"51.86 "
306,2480,Special Purpose District,Fire District,King County Fire Protection District No. 45,Commissioner Position No. 1,4634,9018,"51.39 ",10,Michelle Orndorf,,1939,"47.89 "
306,2480,Special Purpose District,Fire District,King County Fire Protection District No. 45,Commissioner Position No. 1,4634,9018,"51.39 ",30,Write-in,,10,"0.25 "
389,3310,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 4,2236,5162,"43.32 ",20,Write-in,,9,"0.67 "
389,3310,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Council Position No. 4,2236,5162,"43.32 ",10,Kelli Curtis,,1331,"99.33 "
271,2130,School,,Lake Washington School District No. 414,Director District No. 3,53637,112597,"47.64 ",20,Anita Damjanovic,,17129,"38.68 "
271,2130,School,,Lake Washington School District No. 414,Director District No. 3,53637,112597,"47.64 ",10,Cassandra Sage,,27048,"61.08 "
271,2130,School,,Lake Washington School District No. 414,Director District No. 3,53637,112597,"47.64 ",30,Write-in,,105,"0.24 "
400,2471,Special Purpose District,Fire District,King County Fire Protection District No. 43,Proposition No. 1,10406,27326,"38.08 ",2,Rejected,,4040,"40.20 "
400,2471,Special Purpose District,Fire District,King County Fire Protection District No. 43,Proposition No. 1,10406,27326,"38.08 ",1,Approved,,6011,"59.80 "
358,2873,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 1,22164,52566,"42.16 ",20,Chris Kuehn,,7739,"45.50 "
358,2873,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 1,22164,52566,"42.16 ",10,Trudy C. Rolla,,9240,"54.33 "
358,2873,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 1,22164,52566,"42.16 ",30,Write-in,,28,"0.16 "
157,990,City,,City of Medina,Council Position No. 5,953,2231,"42.72 ",10,Roger Frey,,593,"97.05 "
157,990,City,,City of Medina,Council Position No. 5,953,2231,"42.72 ",20,Write-in,,18,"2.95 "
100,420,City,,City of Clyde Hill,Council Position No. 1,935,2177,"42.95 ",20,Write-in,,8,"1.27 "
100,420,City,,City of Clyde Hill,Council Position No. 1,935,2177,"42.95 ",10,Marianne Klaas,,624,"98.73 "
343,2850,Special Purpose District,Sewer & Water District,Cedar River Water and Sewer District,Commissioner Position No. 1,5876,15843,"37.09 ",10,Gregg MacDonald,,2073,"44.87 "
343,2850,Special Purpose District,Sewer & Water District,Cedar River Water and Sewer District,Commissioner Position No. 1,5876,15843,"37.09 ",30,Write-in,,14,"0.30 "
343,2850,Special Purpose District,Sewer & Water District,Cedar River Water and Sewer District,Commissioner Position No. 1,5876,15843,"37.09 ",20,Steve Puryear,,2533,"54.83 "
190,1320,City,,City of Sammamish,Council Position No. 3,16384,36136,"45.34 ",30,Write-in,,32,"0.22 "
190,1320,City,,City of Sammamish,Council Position No. 3,16384,36136,"45.34 ",10,Karen Moran,,7864,"53.18 "
190,1320,City,,City of Sammamish,Council Position No. 3,16384,36136,"45.34 ",20,Karen N. Howe,,6892,"46.61 "
372,3140,Special Purpose District,Cemetery District,King County Cemetery District No. 1,Commissioner Position No. 1,5072,8667,"58.52 ",10,Jay Hanson,,2971,"99.66 "
372,3140,Special Purpose District,Cemetery District,King County Cemetery District No. 1,Commissioner Position No. 1,5072,8667,"58.52 ",20,Write-in,,10,"0.34 "
384,3260,Special Purpose District,Community Municipal Corporation,East Bellevue Community Municipal Corporation,Council Position No. 4,2428,6274,"38.70 ",20,Write-in,,25,"1.59 "
384,3260,Special Purpose District,Community Municipal Corporation,East Bellevue Community Municipal Corporation,Council Position No. 4,2428,6274,"38.70 ",10,Stephanie Walter,,1550,"98.41 "
253,1950,School,,Skykomish School District No. 404,Director Position No. 4,145,356,"40.73 ",10,Allison Luker,,101,"93.52 "
253,1950,School,,Skykomish School District No. 404,Director Position No. 4,145,356,"40.73 ",20,Write-in,,7,"6.48 "
256,1980,School,,Tukwila School District No. 406,Director District No. 1,2747,8371,"32.82 ",20,Write-in,,26,"1.37 "
256,1980,School,,Tukwila School District No. 406,Director District No. 1,2747,8371,"32.82 ",10,Tracy Russell,,1875,"98.63 "
310,2520,Special Purpose District,Fire District,Mountain View Fire and Rescue,Commissioner Position No. 3,4604,12863,"35.79 ",20,Write-in,,28,"1.01 "
310,2520,Special Purpose District,Fire District,Mountain View Fire and Rescue,Commissioner Position No. 3,4604,12863,"35.79 ",10,Scott D. Currie,,2740,"98.99 "
393,1,State,,State of Washington,Advisory Vote No. 16,546200,1279345,"42.69 ",1,Repealed,,205951,"40.87 "
393,1,State,,State of Washington,Advisory Vote No. 16,546200,1279345,"42.69 ",2,Maintained,,297923,"59.13 "
364,3060,Special Purpose District,Hospital District,Public Hospital District No. 1,Commissioner District No. 1,52884,166831,"31.70 ",10,Erin Aboudara,,29760,"68.63 "
364,3060,Special Purpose District,Hospital District,Public Hospital District No. 1,Commissioner District No. 1,52884,166831,"31.70 ",20,Pete DeLeyser,,13460,"31.04 "
364,3060,Special Purpose District,Hospital District,Public Hospital District No. 1,Commissioner District No. 1,52884,166831,"31.70 ",30,Write-in,,140,"0.32 "
69,110,County,,Metropolitan King County Council District No. 5,Council District No. 5,38490,116298,"33.10 ",20,Write-in,,564,"2.02 "
69,110,County,,Metropolitan King County Council District No. 5,Council District No. 5,38490,116298,"33.10 ",10,Dave Upthegrove,,27371,"97.98 "
247,1890,School,,Vashon Island School District No. 402,Director Position No. 2,5072,8667,"58.52 ",10,Rheagan Sparks,,3099,"69.52 "
247,1890,School,,Vashon Island School District No. 402,Director Position No. 2,5072,8667,"58.52 ",30,Write-in,,15,"0.34 "
247,1890,School,,Vashon Island School District No. 402,Director Position No. 2,5072,8667,"58.52 ",20,Jake Jacobovitch,,1344,"30.15 "
114,560,City,,City of Duvall,Council Position No. 5,2605,4689,"55.56 ",10,Michelle Hogg,,1730,"97.85 "
114,560,City,,City of Duvall,Council Position No. 5,2605,4689,"55.56 ",20,Write-in,,38,"2.15 "
333,2681,Special Purpose District,Water District,King County Water District No. 19,Commissioner Position No. 1,1350,2431,"55.53 ",20,Stephen D. Urban,,292,"26.89 "
333,2681,Special Purpose District,Water District,King County Water District No. 19,Commissioner Position No. 1,1350,2431,"55.53 ",30,Write-in,,0,"0.00 "
333,2681,Special Purpose District,Water District,King County Water District No. 19,Commissioner Position No. 1,1350,2431,"55.53 ",10,Seth Zuckerman,,794,"73.11 "
117,590,City,,City of Enumclaw,Council Position No. 1,2991,7388,"40.48 ",30,Write-in,,5,"0.19 "
117,590,City,,City of Enumclaw,Council Position No. 1,2991,7388,"40.48 ",10,Tony Binion,,1410,"52.22 "
117,590,City,,City of Enumclaw,Council Position No. 1,2991,7388,"40.48 ",20,Steven Cadematori,,1285,"47.59 "
172,1140,City,,City of Normandy Park,Council Position No. 4,2476,4954,"49.98 ",30,Write-in,,6,"0.26 "
172,1140,City,,City of Normandy Park,Council Position No. 4,2476,4954,"49.98 ",10,Kathleen Waters,,815,"35.73 "
172,1140,City,,City of Normandy Park,Council Position No. 4,2476,4954,"49.98 ",20,Mike Bishoff,,1460,"64.01 "
235,1770,School,,Seattle School District No. 1,Director District No. 4,224937,457220,"49.20 ",10,Eden Mack,,167772,"87.22 "
235,1770,School,,Seattle School District No. 1,Director District No. 4,224937,457220,"49.20 ",20,"Herbert J. Camet, Jr.",,24059,"12.51 "
235,1770,School,,Seattle School District No. 1,Director District No. 4,224937,457220,"49.20 ",30,Write-in,,525,"0.27 "
361,2911,Special Purpose District,Sewer & Water District,Skyway Water and Sewer District,Commissioner Position No. 1,2657,8285,"32.07 ",10,Gary Schulz,,1795,"98.03 "
361,2911,Special Purpose District,Sewer & Water District,Skyway Water and Sewer District,Commissioner Position No. 1,2657,8285,"32.07 ",20,Write-in,,36,"1.97 "
182,1240,City,,City of Redmond,Council Position No. 2,13042,29710,"43.90 ",10,Steve Fields,,6328,"55.45 "
182,1240,City,,City of Redmond,Council Position No. 2,13042,29710,"43.90 ",20,Byron Shutz,,5063,"44.37 "
182,1240,City,,City of Redmond,Council Position No. 2,13042,29710,"43.90 ",30,Write-in,,21,"0.18 "
359,2874,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 3,22164,52566,"42.16 ",10,Edward Wiggins,,7954,"46.37 "
359,2874,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 3,22164,52566,"42.16 ",30,Write-in,,38,"0.22 "
359,2874,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 3,22164,52566,"42.16 ",20,Matt Breysse,,9161,"53.41 "
113,550,City,,City of Duvall,Council Position No. 3,2605,4689,"55.56 ",20,Chantel Thurman,,859,"37.86 "
113,550,City,,City of Duvall,Council Position No. 3,2605,4689,"55.56 ",10,Amy McHenry,,1403,"61.83 "
113,550,City,,City of Duvall,Council Position No. 3,2605,4689,"55.56 ",30,Write-in,,7,"0.31 "
284,2260,Special Purpose District,Fire District,King County Fire Protection District No. 10,Commissioner Position No. 1,5898,15133,"38.97 ",10,Gloria Hatcher-Mays,,3402,"98.38 "
284,2260,Special Purpose District,Fire District,King County Fire Protection District No. 10,Commissioner Position No. 1,5898,15133,"38.97 ",20,Write-in,,56,"1.62 "
351,2930,Special Purpose District,Sewer & Water District,Southwest Suburban Sewer District,Commissioner Position No. 1,16272,37866,"42.97 ",10,Scott Hilsen,,10473,"98.82 "
351,2930,Special Purpose District,Sewer & Water District,Southwest Suburban Sewer District,Commissioner Position No. 1,16272,37866,"42.97 ",20,Write-in,,125,"1.18 "
64,60,State,,Legislative District No. 48,Representative Position No. 1,32612,79234,"41.16 ",40,Write-in,,77,"0.25 "
64,60,State,,Legislative District No. 48,Representative Position No. 1,32612,79234,"41.16 ",20,Ciaran Dougherty,(Prefers Libertarian Party),7812,"25.85 "
64,60,State,,Legislative District No. 48,Representative Position No. 1,32612,79234,"41.16 ",10,Vandana Slatter,(Prefers Democratic Party),22334,"73.90 "
195,1370,City,,City of SeaTac,Council Position No. 6,3668,13153,"27.89 ",10,Pam Fernald,,2570,"96.58 "
195,1370,City,,City of SeaTac,Council Position No. 6,3668,13153,"27.89 ",20,Write-in,,91,"3.42 "
325,2670,Special Purpose District,Water District,Highline Water District,Commissioner Position No. 1,12955,38182,"33.93 ",10,Todd Fultz,,7718,"73.83 "
325,2670,Special Purpose District,Water District,Highline Water District,Commissioner Position No. 1,12955,38182,"33.93 ",20,Bryan Yager,,2703,"25.86 "
325,2670,Special Purpose District,Water District,Highline Water District,Commissioner Position No. 1,12955,38182,"33.93 ",30,Write-in,,33,"0.32 "
121,630,City,,City of Federal Way,Mayor,15659,46992,"33.32 ",30,Write-in,,60,"0.40 "
121,630,City,,City of Federal Way,Mayor,15659,46992,"33.32 ",20,Susan Honda,,5709,"38.03 "
121,630,City,,City of Federal Way,Mayor,15659,46992,"33.32 ",10,Jim Ferrell,,9244,"61.57 "
300,2420,Special Purpose District,Fire District,King County Fire Protection District No. 38,Commissioner Position No. 1,2746,7384,"37.19 ",20,Daniel Lang,,485,"22.78 "
300,2420,Special Purpose District,Fire District,King County Fire Protection District No. 38,Commissioner Position No. 1,2746,7384,"37.19 ",30,Write-in,,5,"0.23 "
300,2420,Special Purpose District,Fire District,King County Fire Protection District No. 38,Commissioner Position No. 1,2746,7384,"37.19 ",10,Ron Pedee,,1639,"76.98 "
86,280,City,,City of Bellevue,Council Position No. 6,31755,77551,"40.95 ",30,Write-in,,27,"0.09 "
86,280,City,,City of Bellevue,Council Position No. 6,31755,77551,"40.95 ",10,Lynne Robinson,,16893,"57.19 "
86,280,City,,City of Bellevue,Council Position No. 6,31755,77551,"40.95 ",20,Steven Fricke,,12616,"42.71 "
175,1170,City,,City of North Bend,Council Position No. 2,1651,4411,"37.43 ",10,Alan D. Gothelf,,1008,"68.39 "
175,1170,City,,City of North Bend,Council Position No. 2,1651,4411,"37.43 ",30,Write-in,,5,"0.34 "
175,1170,City,,City of North Bend,Council Position No. 2,1651,4411,"37.43 ",20,Ryan Stothers,,461,"31.28 "
164,1060,City,,City of Milton,Council Position No. 2,348,816,"42.65 ",20,Susan J.F. Johnson,,217,"73.81 "
164,1060,City,,City of Milton,Council Position No. 2,348,816,"42.65 ",10,Laurie (Rose) Hatch,,76,"25.85 "
164,1060,City,,City of Milton,Council Position No. 2,348,816,"42.65 ",30,Write-in,,1,"0.34 "
259,2010,School,,Riverview School District No. 407,Director District No. 1,7127,14453,"49.31 ",10,Stuart Lisk,,2060,"35.15 "
259,2010,School,,Riverview School District No. 407,Director District No. 1,7127,14453,"49.31 ",30,Write-in,,14,"0.24 "
259,2010,School,,Riverview School District No. 407,Director District No. 1,7127,14453,"49.31 ",20,Lori Maudlin Oviatt,,3787,"64.61 "
404,3279,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Proposition No. 1,2236,5162,"43.32 ",2,Against continuation,,456,"23.05 "
404,3279,Special Purpose District,Community Municipal Corporation,Houghton Community Municipal Corporation,Proposition No. 1,2236,5162,"43.32 ",1,For continuation,,1522,"76.95 "
345,2870,Special Purpose District,Sewer & Water District,Midway Sewer District,Commissioner Position No. 1,7285,22458,"32.44 ",20,Write-in,,38,"0.77 "
345,2870,Special Purpose District,Sewer & Water District,Midway Sewer District,Commissioner Position No. 1,7285,22458,"32.44 ",10,Vince Koester,,4882,"99.23 "
177,1190,City,,City of North Bend,Council Position No. 6,1651,4411,"37.43 ",10,Jeanne Pettersen,,1105,"97.10 "
177,1190,City,,City of North Bend,Council Position No. 6,1651,4411,"37.43 ",20,Write-in,,33,"2.90 "
218,1600,City,,City of Woodinville,Council Position No. 7,3912,7542,"51.87 ",10,Bernie Talmas,,2071,"62.15 "
218,1600,City,,City of Woodinville,Council Position No. 7,3912,7542,"51.87 ",30,Write-in,,2,"0.06 "
218,1600,City,,City of Woodinville,Council Position No. 7,3912,7542,"51.87 ",20,Brad Walker,,1259,"37.79 "
97,390,City,,City of Burien,Council Position No. 7,11443,27244,"42.00 ",10,Krystal Marx,,5754,"52.97 "
97,390,City,,City of Burien,Council Position No. 7,11443,27244,"42.00 ",20,Patty Janssen,,5085,"46.81 "
97,390,City,,City of Burien,Council Position No. 7,11443,27244,"42.00 ",30,Write-in,,23,"0.21 "
314,2560,Special Purpose District,Fire District,Shoreline Fire Department,Commissioner Position No. 4,14463,37451,"38.62 ",10,David M. Harris,,9173,"99.31 "
314,2560,Special Purpose District,Fire District,Shoreline Fire Department,Commissioner Position No. 4,14463,37451,"38.62 ",20,Write-in,,64,"0.69 "
217,1590,City,,City of Woodinville,Council Position No. 5,3912,7542,"51.87 ",30,Write-in,,0,"0.00 "
217,1590,City,,City of Woodinville,Council Position No. 5,3912,7542,"51.87 ",10,Susan Boundy-Sanders,,1946,"57.20 "
217,1590,City,,City of Woodinville,Council Position No. 5,3912,7542,"51.87 ",20,Gary Harris,,1456,"42.80 "
339,2810,Special Purpose District,Water District,Lake Forest Park Water District,Commissioner Position No. 1,1019,1910,"53.35 ",10,David A. Hammond,,634,"98.91 "
339,2810,Special Purpose District,Water District,Lake Forest Park Water District,Commissioner Position No. 1,1019,1910,"53.35 ",20,Write-in,,7,"1.09 "
63,50,State,,Legislative District No. 48,State Senator,32612,79234,"41.16 ",20,Michelle Darnell,(Prefers Libertarian Party),9553,"30.97 "
63,50,State,,Legislative District No. 48,State Senator,32612,79234,"41.16 ",40,Write-in,,79,"0.26 "
63,50,State,,Legislative District No. 48,State Senator,32612,79234,"41.16 ",10,Patty Kuderer,(Prefers Democratic Party),21212,"68.77 "
360,2875,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 4,22164,52566,"42.16 ",20,Write-in,,94,"0.68 "
360,2875,Special Purpose District,Sewer & Water District,Northshore Utility District,Commissioner Position No. 4,22164,52566,"42.16 ",10,D. Bruce Gardiner,,13786,"99.32 "
245,1870,School,,Highline School District No. 401,Director District No. 2,25464,69220,"36.79 ",20,Write-in,,314,"1.88 "
245,1870,School,,Highline School District No. 401,Director District No. 2,25464,69220,"36.79 ",10,Angelica M. Alvarez,,16353,"98.12 "
301,2430,Special Purpose District,Fire District,King County Fire Protection District No. 40,Commissioner Position No. 1,4514,13041,"34.61 ",10,Linda Sartnurak,,2927,"99.29 "
301,2430,Special Purpose District,Fire District,King County Fire Protection District No. 40,Commissioner Position No. 1,4514,13041,"34.61 ",20,Write-in,,21,"0.71 "
139,810,City,,City of Kent,Council Position No. 6,19423,61380,"31.64 ",20,Russell L. Hanscom,,4453,"25.96 "
139,810,City,,City of Kent,Council Position No. 6,19423,61380,"31.64 ",10,Brenda Fincher,,12654,"73.77 "
139,810,City,,City of Kent,Council Position No. 6,19423,61380,"31.64 ",30,Write-in,,47,"0.27 "
283,2250,Special Purpose District,Fire District,East Pierce Fire & Rescue,Commissioner Position No. 6,348,816,"42.65 ",10,Victor Proulx,,78,"38.24 "
283,2250,Special Purpose District,Fire District,East Pierce Fire & Rescue,Commissioner Position No. 6,348,816,"42.65 ",30,Write-in,,3,"1.47 "
283,2250,Special Purpose District,Fire District,East Pierce Fire & Rescue,Commissioner Position No. 6,348,816,"42.65 ",20,Randy J. Kroum,,123,"60.29 "
61,30,State,,Legislative District No. 37,State Senator,40032,91184,"43.90 ",10,Rebecca Saldaña,(Prefers Democratic Party),29811,"98.51 "
61,30,State,,Legislative District No. 37,State Senator,40032,91184,"43.90 ",30,Write-in,,450,"1.49 "
142,840,City,,City of Kirkland,Council Position No. 1,24287,54160,"44.84 ",20,Martin Morgan,,6304,"30.74 "
142,840,City,,City of Kirkland,Council Position No. 1,24287,54160,"44.84 ",10,Jay Arnold,,14140,"68.95 "
142,840,City,,City of Kirkland,Council Position No. 1,24287,54160,"44.84 ",30,Write-in,,65,"0.32 "
376,3180,Special Purpose District,Park District,Fall City Metropolitan Park District,Commissioner Position No. 3,1742,4201,"41.47 ",20,Write-in,,12,"1.09 "
376,3180,Special Purpose District,Park District,Fall City Metropolitan Park District,Commissioner Position No. 3,1742,4201,"41.47 ",10,Charles H. Kellogg,,1090,"98.91 "
302,2440,Special Purpose District,Fire District,King County Fire Protection District No. 43,Commissioner Position No. 1,10406,27326,"38.08 ",20,Write-in,,44,"0.69 "
302,2440,Special Purpose District,Fire District,King County Fire Protection District No. 43,Commissioner Position No. 1,10406,27326,"38.08 ",10,John Herbert,,6368,"99.31 "
192,1340,City,,City of Sammamish,Council Position No. 7,16384,36136,"45.34 ",30,Write-in,,21,"0.14 "
192,1340,City,,City of Sammamish,Council Position No. 7,16384,36136,"45.34 ",10,Pam Stuart,,9372,"63.35 "
192,1340,City,,City of Sammamish,Council Position No. 7,16384,36136,"45.34 ",20,John Robinson,,5401,"36.51 "
87,290,City,,City of Black Diamond,Mayor,1460,2885,"50.61 ",20,Judy A. Baxley,,514,"35.97 "
87,290,City,,City of Black Diamond,Mayor,1460,2885,"50.61 ",10,Carol Benson,,913,"63.89 "
87,290,City,,City of Black Diamond,Mayor,1460,2885,"50.61 ",30,Write-in,,2,"0.14 "
185,1270,City,,City of Renton,Council Position No. 1,15112,52698,"28.68 ",10,Randy Corman,,10920,"80.61 "
185,1270,City,,City of Renton,Council Position No. 1,15112,52698,"28.68 ",20,Neil Sheesley,,2565,"18.93 "
185,1270,City,,City of Renton,Council Position No. 1,15112,52698,"28.68 ",30,Write-in,,62,"0.46 "
193,1350,City,,City of SeaTac,Council Position No. 2,3668,13153,"27.89 ",10,Kathryn Campbell,,1577,"46.73 "
193,1350,City,,City of SeaTac,Council Position No. 2,3668,13153,"27.89 ",20,Joel Wachtel,,1786,"52.92 "
193,1350,City,,City of SeaTac,Council Position No. 2,3668,13153,"27.89 ",30,Write-in,,12,"0.36 "
270,2120,School,,Shoreline School District No. 412,Director District No. 3,19239,47424,"40.57 ",20,Steven J. Pollak,,6101,"39.22 "
270,2120,School,,Shoreline School District No. 412,Director District No. 3,19239,47424,"40.57 ",10,David Wilson,,9403,"60.45 "
270,2120,School,,Shoreline School District No. 412,Director District No. 3,19239,47424,"40.57 ",30,Write-in,,50,"0.32 "
399,2311,Special Purpose District,Fire District,King County Fire Protection District No. 20,Proposition No. 1,2864,9250,"30.96 ",2,No,,792,"29.29 "
399,2311,Special Purpose District,Fire District,King County Fire Protection District No. 20,Proposition No. 1,2864,9250,"30.96 ",1,Yes,,1912,"70.71 "
59,10,State,,Legislative District No. 31,State Senator,10459,27388,"38.19 ",10,Phil Fortunato,(Prefers Republican Party),5824,"57.38 "
59,10,State,,Legislative District No. 31,State Senator,10459,27388,"38.19 ",30,Write-in,,13,"0.13 "
59,10,State,,Legislative District No. 31,State Senator,10459,27388,"38.19 ",20,Michelle Rylands,(Prefers Democratic Party),4313,"42.49 "
101,430,City,,City of Clyde Hill,Council Position No. 3,935,2177,"42.95 ",20,Write-in,,5,"0.80 "
101,430,City,,City of Clyde Hill,Council Position No. 3,935,2177,"42.95 ",10,Chris Baker,,620,"99.20 "
347,2890,Special Purpose District,Sewer & Water District,Ronald Wastewater District,Commissioner Position No. 5,14372,37234,"38.60 ",10,Paul Barrera,,4651,"40.12 "
347,2890,Special Purpose District,Sewer & Water District,Ronald Wastewater District,Commissioner Position No. 5,14372,37234,"38.60 ",20,Wes Brandon,,6902,"59.54 "
347,2890,Special Purpose District,Sewer & Water District,Ronald Wastewater District,Commissioner Position No. 5,14372,37234,"38.60 ",30,Write-in,,40,"0.35 "
126,680,City,,City of Federal Way,Municipal Court Judge Position No. 2,15659,46992,"33.32 ",10,Dave Larson,,11321,"99.19 "
126,680,City,,City of Federal Way,Municipal Court Judge Position No. 2,15659,46992,"33.32 ",20,Write-in,,93,"0.81 "
154,960,City,,City of Maple Valley,Council Position No. 6,5964,16043,"37.18 ",30,Write-in,,9,"0.18 "
154,960,City,,City of Maple Valley,Council Position No. 6,5964,16043,"37.18 ",10,Dana C. Parnello,,3289,"66.03 "
154,960,City,,City of Maple Valley,Council Position No. 6,5964,16043,"37.18 ",20,Richard Axtell,,1683,"33.79 "
352,2940,Special Purpose District,Sewer & Water District,Stevens Pass Sewer District,Commissioner Position No. 1,2,6,"33.33 ",20,Write-in,,0,"0.00 "
352,2940,Special Purpose District,Sewer & Water District,Stevens Pass Sewer District,Commissioner Position No. 1,2,6,"33.33 ",10,David Sparks,,2,"100.00 "
95,370,City,,City of Burien,Council Position No. 3,11443,27244,"42.00 ",10,Debi Wagner,,5304,"48.26 "
95,370,City,,City of Burien,Council Position No. 3,11443,27244,"42.00 ",20,Jimmy Matta,,5672,"51.61 "
95,370,City,,City of Burien,Council Position No. 3,11443,27244,"42.00 ",30,Write-in,,14,"0.13 "
91,330,City,,City of Bothell,Council Position No. 3,6001,16234,"36.97 ",30,Write-in,,16,"0.29 "
91,330,City,,City of Bothell,Council Position No. 3,6001,16234,"36.97 ",10,Vicki Somppi,,2520,"46.00 "
91,330,City,,City of Bothell,Council Position No. 3,6001,16234,"36.97 ",20,Rosemary McAuliffe,,2942,"53.71 "
221,243,City,,Town of Beaux Arts Village,Council Position No. 3,131,251,"52.19 ",20,Write-in,,3,"2.80 "
221,243,City,,Town of Beaux Arts Village,Council Position No. 3,131,251,"52.19 ",10,Tom Stowe,,104,"97.20 "
110,520,City,,City of Duvall,Mayor,2605,4689,"55.56 ",20,Jason Walker,,774,"30.96 "
110,520,City,,City of Duvall,Mayor,2605,4689,"55.56 ",30,Write-in,,6,"0.24 "
110,520,City,,City of Duvall,Mayor,2605,4689,"55.56 ",10,Amy Ockerlander,,1720,"68.80 "
166,1080,City,,City of Milton,Council Position No. 5,348,816,"42.65 ",10,Todd Morton,,229,"96.22 "
166,1080,City,,City of Milton,Council Position No. 5,348,816,"42.65 ",20,Write-in,,9,"3.78 "
129,710,City,,City of Issaquah,Council Position No. 2,8206,21420,"38.31 ",10,Richard Swanson,,2194,"30.63 "
129,710,City,,City of Issaquah,Council Position No. 2,8206,21420,"38.31 ",30,Write-in,,19,"0.27 "
129,710,City,,City of Issaquah,Council Position No. 2,8206,21420,"38.31 ",20,Mariah Bettise,,4950,"69.11 "
184,1260,City,,City of Redmond,Council Position No. 6,13042,29710,"43.90 ",30,Write-in,,18,"0.16 "
184,1260,City,,City of Redmond,Council Position No. 6,13042,29710,"43.90 ",20,Jason Antonelli,,3880,"34.03 "
184,1260,City,,City of Redmond,Council Position No. 6,13042,29710,"43.90 ",10,Jeralee Anderson,,7503,"65.81 "
242,1840,School,,Enumclaw School District No. 216,Director District No. 5,6981,17400,"40.12 ",20,Write-in,,55,"1.23 "
242,1840,School,,Enumclaw School District No. 216,Director District No. 5,6981,17400,"40.12 ",10,Bryan Stanwood,,4407,"98.77 "
81,230,City,,City of Auburn,Council Position No. 4,11578,33860,"34.19 ",10,Yolanda C. Trout,,7765,"97.81 "
81,230,City,,City of Auburn,Council Position No. 4,11578,33860,"34.19 ",20,Write-in,,174,"2.19 "
111,530,City,,City of Duvall,Council Position No. 1,2605,4689,"55.56 ",10,Dianne Brudnicki,,1261,"54.85 "
111,530,City,,City of Duvall,Council Position No. 1,2605,4689,"55.56 ",30,Write-in,,2,"0.09 "
111,530,City,,City of Duvall,Council Position No. 1,2605,4689,"55.56 ",20,Richard Wilson,,1036,"45.06 "
168,1100,City,,City of Newcastle,Council Position No. 6,2733,7119,"38.39 ",30,Write-in,,6,"0.24 "
